,aspect,document,sentiment
872,SERVICE#GENERAL,"They're rude at times, and not very friendly.",negative
873,RESTAURANT#GENERAL,NO PIZZA 33 for me!,negative
874,FOOD#QUALITY,"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",negative
875,FOOD#STYLE_OPTIONS,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",negative
876,FOOD#QUALITY,"The sandwiches are dry, tasteless and way overpriced.",negative
877,RESTAURANT#GENERAL,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",negative
878,RESTAURANT#GENERAL,"Seriously, this place kicks ass.",positive
879,AMBIENCE#GENERAL,"The atmosphere is unheralded, the service impecible, and the food magnificant.",positive
880,FOOD#QUALITY,"Best Italian food I ever had (and being Italian, that means alot).",positive
881,RESTAURANT#GENERAL,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",positive
882,AMBIENCE#GENERAL,"This is such a lovely, peaceful place to eat outside.",positive
883,LOCATION#GENERAL,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,positive
884,LOCATION#GENERAL,"It is set far from the small street it's on, and there is no traffic noise.",positive
885,FOOD#QUALITY,"The food is good, especially their more basic dishes, and the drinks are delicious.",positive
886,LOCATION#GENERAL,"This is a great place to take out-of-towners, and perfect for watching the sunset.",positive
887,FOOD#QUALITY,Great sushi experience.,positive
888,RESTAURANT#PRICES,Nice value.,positive
889,FOOD#QUALITY,Unique apppetizers.,positive
890,FOOD#QUALITY,Try sushimi cucumber roll.,positive
891,FOOD#QUALITY,"Good spreads, great beverage selections and bagels really tasty.",positive
892,SERVICE#GENERAL,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,negative
893,,I complete the total bagel experience by having it lightly toasted.,
894,SERVICE#GENERAL,Murray won't do it.,negative
895,SERVICE#GENERAL,Won't or Can't is not in the service directory.,negative
896,SERVICE#GENERAL,But who says Murray's is anything about service.,negative
897,RESTAURANT#GENERAL,"So close, but not good enough.",neutral
898,RESTAURANT#MISCELLANEOUS,Don't be fooled by crowds of people.,negative
899,SERVICE#GENERAL,The service is awful.,negative
900,RESTAURANT#GENERAL,This place is not worth the prices.,negative
901,SERVICE#GENERAL,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",negative
902,RESTAURANT#GENERAL,Love Pizza 33..,positive
903,FOOD#QUALITY,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,positive
904,,I live in the neightborhood and am a regular.,
905,RESTAURANT#GENERAL,It hits the spot every time,positive
906,RESTAURANT#GENERAL,This tiny Williamsburg spot is always pleasantly surprising.,positive
907,FOOD#QUALITY,The pizza is delicious and the proprietor is one of the nicest in NYC.,positive
908,,Even the pasta is delicious here (a rarity in New York pizza restaurants).,
909,RESTAURANT#GENERAL,I've been many time and have never been disappointed.,positive
910,,"Compared to Ess-a, Tal offers a less doughy bagel!",
911,FOOD#STYLE_OPTIONS,They even scoop it out nice (for those on a diet) not too much not to little.,positive
912,FOOD#QUALITY,The cream cheeses are out of this world and I love that coffee!!,positive
913,SERVICE#GENERAL,A little crowded but they move that line really fast!,positive
914,RESTAURANT#PRICES,A little pricey but it really hits the spot on a Sunday morning!,negative
915,FOOD#QUALITY,"Bagels are ok, but be sure not to make any special requests!",neutral
916,SERVICE#GENERAL,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,negative
917,FOOD#QUALITY,Be sure not to get anything other than bagels!..,negative
918,FOOD#QUALITY,the turkey burgers are scary!,negative
919,FOOD#QUALITY,The worst excuse for Japanese food I've ever encountered.,negative
920,FOOD#QUALITY,The soup for the udon was soy sauce and water.,negative
921,FOOD#QUALITY,The sushi was awful!,negative
922,FOOD#QUALITY,The rice was poor quality and was cooked so badly it was hard.,negative
923,FOOD#QUALITY,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",negative
924,FOOD#STYLE_OPTIONS,"The fish was adequate, but inexpertly sliced.",negative
925,FOOD#QUALITY,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,negative
926,SERVICE#GENERAL,"Good, fast service.",positive
927,RESTAURANT#GENERAL,I would highly recommend.,positive
928,FOOD#QUALITY,Food is great and inexpensive.,positive
929,LOCATION#GENERAL,The location is perfect.,positive
930,RESTAURANT#GENERAL,Give it a try and enjoy.,positive
931,,I thought going to Jimmys would give me a real Domincan exprience.,
932,,Jimmy is Dominican!,
933,AMBIENCE#GENERAL,"Well, this place is so Ghetto its not even funny.",negative
934,DRINKS#PRICES,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,negative
935,RESTAURANT#GENERAL,Would NEVER go back there.,negative
936,,Too bad Latin Quarters closed.,
937,,"That place was awesome,,,  sally !",
938,FOOD#QUALITY,Awsome Pizza especially the Margheritta slice.,positive
939,SERVICE#GENERAL,Always busy but fast moving.,positive
940,AMBIENCE#GENERAL,Great atmoshere and worth every bit.,positive
941,RESTAURANT#MISCELLANEOUS,Open late (well as late as I ever got there and I'm a night person),positive
942,SERVICE#GENERAL,Winnie and her staff are the best crew you can find serving you.,positive
943,FOOD#QUALITY,The food is reliable and the price is moderate.,positive
944,RESTAURANT#GENERAL,What more can you ask for?,positive
945,FOOD#QUALITY,"For authentic Thai food, look no further than Toons.",positive
946,,"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).",
947,FOOD#QUALITY,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",positive
948,RESTAURANT#GENERAL,Everything about this restaurant was special.,positive
949,SERVICE#GENERAL,"The service was attentive, yet discreet.",positive
950,FOOD#QUALITY,The flavors robust and subtle.,positive
951,FOOD#QUALITY,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,positive
952,RESTAURANT#GENERAL,I'm saving up for my next visit.,positive
953,,I went there in late afternoon for some bite size food and refleshment with my date.,
954,AMBIENCE#GENERAL,The place was quiet and delightful.,positive
955,SERVICE#GENERAL,Service was good and food is wonderful.,positive
956,FOOD#QUALITY,I did not try the caviar but I tried their salmon and crab salad (they are all good),positive
957,RESTAURANT#GENERAL,It is definitely a good spot for snacks and chat.,positive
958,RESTAURANT#GENERAL,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",positive
959,SERVICE#GENERAL,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",positive
960,FOOD#QUALITY,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",positive
961,AMBIENCE#GENERAL,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",positive
962,DRINKS#QUALITY,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",positive
963,AMBIENCE#GENERAL,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",positive
964,RESTAURANT#GENERAL,You can't go wrong with this place.,positive
965,RESTAURANT#GENERAL,Suan is a great place that I often take my friends (classmates) too.,positive
966,LOCATION#GENERAL,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",positive
967,FOOD#QUALITY,I LOVE their Thai,positive
968,FOOD#QUALITY,noodles with shrimp and chicken and coconut juice is the MUST!,positive
969,,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",
970,RESTAURANT#GENERAL,I will go back to Suan soon!,positive
971,AMBIENCE#GENERAL,In summer-eat outside on a terrace (another great feature of Suan)!!!,positive
972,SERVICE#GENERAL,I cannot imagine a friendlier staff working in a restaurant.,positive
973,FOOD#QUALITY,I cannot imagine better Indian food in all of the city.,positive
974,RESTAURANT#GENERAL,I cannot imagine you not rushing out to eat there.,positive
975,,This restaurant used to be our regular Thursday night dinner location.,
976,FOOD#QUALITY,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",negative
977,RESTAURANT#GENERAL,I wish they would change back to what it was before.,negative
978,FOOD#QUALITY,The food now is inconsistent.,negative
979,RESTAURANT#MISCELLANEOUS,This is the kind of place you'd like to take all your friends to and still keep a secret.,positive
980,AMBIENCE#GENERAL,The setting is casual and romantic.,positive
981,RESTAURANT#PRICES,Prices are very good.,positive
982,FOOD#QUALITY,The food is excellent!,positive
983,FOOD#QUALITY,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!",positive
984,FOOD#QUALITY,"Do not get the Go Go Hamburgers, no matter what the reviews say.",negative
985,FOOD#QUALITY,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,negative
986,FOOD#PRICES,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",negative
987,FOOD#QUALITY,Steamed fresh so brought hot hot hot to your table.,positive
988,SERVICE#GENERAL,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",negative
989,FOOD#QUALITY,"A few tips: skip the turnip cake, roast pork buns and egg custards.",negative
990,FOOD#PRICES,These are overpriced and you can get better just around the corner:,negative
991,,(1) turnip cakes at the little kiosk on east side of Mott St. just south of bayard,
992,,(2) egg custards and pork buns at either bakery on west side of Mott street just south of Canal.,
993,,After passing by this restaurant for sometime I finally decided to go in and have dinner.,
994,RESTAURANT#GENERAL,I was pleasantly suprised.,positive
995,FOOD#QUALITY,The food was exceptional.,positive
996,,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",
997,FOOD#QUALITY,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",positive
998,SERVICE#GENERAL,The service was friendly and the atmosphere was casual.,positive
999,FOOD#QUALITY,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,positive
1000,AMBIENCE#GENERAL,this little place has a cute interior decor and affordable city prices.,positive
1001,FOOD#QUALITY,"the pad se ew chicken was delicious, however the pad thai was far too oily.",positive
1002,,i would just ask for no oil next time.,
1003,RESTAURANT#GENERAL,"Have eaten at Ginger House several times, and it's always good.",positive
